month,account,debit,credit,asset,memo,posting_date,Reference
2024-05,274200 Exchanges EUR,0.0,4.23,DCR,Fee credit,2024-05-31,CRYPTO ALL 2024-05
2024-05,274200 Exchanges EUR,0.0,206.84,ETH,Fee credit,2024-05-31,CRYPTO ALL 2024-05
2024-05,274200 Exchanges EUR,0.0,4.97,INJ,Fee credit,2024-05-31,CRYPTO ALL 2024-05
2024-05,274200 Exchanges EUR,0.0,6.05,PEPE,Fee credit,2024-05-31,CRYPTO ALL 2024-05
2024-05,274200 Exchanges EUR,0.0,0.02,TON,Fee credit,2024-05-31,CRYPTO ALL 2024-05
2024-05,631200 Other Costs and Bank Taxes,46.21,0.0,BCH,Fee paid,2024-05-31,CRYPTO ALL 2024-05
2024-05,631200 Other Costs and Bank Taxes,8.23,0.0,BTC,Fee paid,2024-05-31,CRYPTO ALL 2024-05
2024-05,631200 Other Costs and Bank Taxes,4.23,0.0,DCR,Fee paid,2024-05-31,CRYPTO ALL 2024-05
2024-05,631200 Other Costs and Bank Taxes,206.84,0.0,ETH,Fee paid,2024-05-31,CRYPTO ALL 2024-05
2024-05,631200 Other Costs and Bank Taxes,4.97,0.0,INJ,Fee paid,2024-05-31,CRYPTO ALL 2024-05
2024-05,631200 Other Costs and Bank Taxes,6.05,0.0,PEPE,Fee paid,2024-05-31,CRYPTO ALL 2024-05
2024-05,631200 Other Costs and Bank Taxes,0.02,0.0,TON,Fee paid,2024-05-31,CRYPTO ALL 2024-05
2024-05,631200 Other Costs and Bank Taxes,1.61,0.0,USDC,Fee paid,2024-05-31,CRYPTO ALL 2024-05
2024-06,262500 Cost of acquisition of crypto assets,0.0,6292.37,AVAX,AVAX withdrawal (inventory decrease),2024-06-30,CRYPTO ALL 2024-06
2024-06,262500 Cost of acquisition of crypto assets,0.0,2240.14,AXS,AXS withdrawal (inventory decrease),2024-06-30,CRYPTO ALL 2024-06
2024-06,262500 Cost of acquisition of crypto assets,0.0,2058.94,DOGE,DOGE withdrawal (inventory decrease),2024-06-30,CRYPTO ALL 2024-06
2024-06,262500 Cost of acquisition of crypto assets,0.0,13.79,ETH,ETH withdrawal (inventory decrease),2024-06-30,CRYPTO ALL 2024-06
2024-06,262500 Cost of acquisition of crypto assets,0.0,5082.2,FET,FET withdrawal (inventory decrease),2024-06-30,CRYPTO ALL 2024-06
2024-06,262500 Cost of acquisition of crypto assets,0.0,2067.3,FTM,FTM withdrawal (inventory decrease),2024-06-30,CRYPTO ALL 2024-06
2024-06,262500 Cost of acquisition of crypto assets,0.0,2836.62,INJ,INJ withdrawal (inventory decrease),2024-06-30,CRYPTO ALL 2024-06
2024-06,262500 Cost of acquisition of crypto assets,0.0,4451.2,PEPE,PEPE withdrawal (inventory decrease),2024-06-30,CRYPTO ALL 2024-06
2024-06,262500 Cost of acquisition of crypto assets,0.0,3638.28,PYTH,PYTH withdrawal (inventory decrease),2024-06-30,CRYPTO ALL 2024-06
2024-06,262500 Cost of acquisition of crypto assets,0.0,1465.48,STX,STX withdrawal (inventory decrease),2024-06-30,CRYPTO ALL 2024-06
2024-06,262500 Cost of acquisition of crypto assets,0.0,3618.99,XRP,XRP withdrawal (inventory decrease),2024-06-30,CRYPTO ALL 2024-06
2024-06,262500 Cost of acquisition of crypto assets,0.0,805.61,ZETA,ZETA withdrawal (inventory decrease),2024-06-30,CRYPTO ALL 2024-06
2024-06,273001 Liquidity Transfer,6292.37,0.0,AVAX,Transfer clearing,2024-06-30,CRYPTO ALL 2024-06
2024-06,273001 Liquidity Transfer,2240.14,0.0,AXS,Transfer clearing,2024-06-30,CRYPTO ALL 2024-06
2024-06,273001 Liquidity Transfer,2058.94,0.0,DOGE,Transfer clearing,2024-06-30,CRYPTO ALL 2024-06
2024-06,273001 Liquidity Transfer,13.79,0.0,ETH,Transfer clearing,2024-06-30,CRYPTO ALL 2024-06
2024-06,273001 Liquidity Transfer,5082.2,0.0,FET,Transfer clearing,2024-06-30,CRYPTO ALL 2024-06
2024-06,273001 Liquidity Transfer,2067.3,0.0,FTM,Transfer clearing,2024-06-30,CRYPTO ALL 2024-06
2024-06,273001 Liquidity Transfer,2836.62,0.0,INJ,Transfer clearing,2024-06-30,CRYPTO ALL 2024-06
2024-06,273001 Liquidity Transfer,4451.2,0.0,PEPE,Transfer clearing,2024-06-30,CRYPTO ALL 2024-06
2024-06,273001 Liquidity Transfer,3638.28,0.0,PYTH,Transfer clearing,2024-06-30,CRYPTO ALL 2024-06
2024-06,273001 Liquidity Transfer,1465.48,0.0,STX,Transfer clearing,2024-06-30,CRYPTO ALL 2024-06
2024-06,273001 Liquidity Transfer,3618.99,0.0,XRP,Transfer clearing,2024-06-30,CRYPTO ALL 2024-06
2024-06,273001 Liquidity Transfer,805.61,0.0,ZETA,Transfer clearing,2024-06-30,CRYPTO ALL 2024-06
2024-06,274200 Exchanges EUR,0.0,0.01,ETH,Fee credit,2024-06-30,CRYPTO ALL 2024-06
2024-06,631200 Other Costs and Bank Taxes,0.01,0.0,ETH,Fee paid,2024-06-30,CRYPTO ALL 2024-06
2024-07,262500 Cost of acquisition of crypto assets,46136.88,0.0,BTC,BTC deposit (inventory increase),2024-07-31,CRYPTO ALL 2024-07
2024-07,262500 Cost of acquisition of crypto assets,0.0,46136.89,BTC,BTC withdrawal (inventory decrease),2024-07-31,CRYPTO ALL 2024-07
2024-07,273001 Liquidity Transfer,46136.89,46136.88,BTC,Transfer clearing,2024-07-31,CRYPTO ALL 2024-07
2024-10,262500 Cost of acquisition of crypto assets,0.0,9.25,BNB,BNB withdrawal (inventory decrease),2024-10-31,CRYPTO ALL 2024-10
2024-10,273001 Liquidity Transfer,9.25,0.0,BNB,Transfer clearing,2024-10-31,CRYPTO ALL 2024-10
2024-10,274100 Crypto USD Wallets,0.0,82.88,USDT,Fee credit,2024-10-31,CRYPTO ALL 2024-10
2024-10,274200 Exchanges EUR,0.0,0.01,BNB,Fee credit,2024-10-31,CRYPTO ALL 2024-10
2024-10,274200 Exchanges EUR,0.0,0.08,ETH,Fee credit,2024-10-31,CRYPTO ALL 2024-10
2024-10,631200 Other Costs and Bank Taxes,0.01,0.0,BNB,Fee paid,2024-10-31,CRYPTO ALL 2024-10
2024-10,631200 Other Costs and Bank Taxes,0.08,0.0,ETH,Fee paid,2024-10-31,CRYPTO ALL 2024-10
2024-10,631200 Other Costs and Bank Taxes,82.88,0.0,USDT,Fee paid,2024-10-31,CRYPTO ALL 2024-10
